Series;Time;Value
direction;2018-09-05 12:36:34;135
direction;2018-09-05 12:40:34;135
direction;2018-09-05 12:46:34;135
direction;2018-09-05 12:52:34;135
direction;2018-09-05 12:56:34;135
direction;2018-09-05 13:02:34;135
direction;2018-09-05 13:06:34;90
direction;2018-09-05 13:12:34;90
direction;2018-09-05 13:16:34;315
direction;2018-09-05 13:20:34;135
direction;2018-09-05 13:24:34;225
direction;2018-09-05 13:28:34;180
direction;2018-09-05 13:34:34;270
direction;2018-09-05 13:40:34;135
direction;2018-09-05 13:46:34;135
direction;2018-09-05 13:50:34;270
direction;2018-09-05 13:56:34;270
direction;2018-09-05 14:02:34;135
direction;2018-09-05 14:08:34;135
direction;2018-09-05 14:14:34;225
direction;2018-09-05 14:20:34;135
direction;2018-09-05 14:26:34;270
direction;2018-09-05 14:30:34;135
direction;2018-09-05 14:36:34;315
direction;2018-09-05 14:42:34;135
direction;2018-09-05 14:48:34;135
direction;2018-09-05 14:54:34;225
direction;2018-09-05 15:00:34;135
direction;2018-09-05 15:04:34;135
direction;2018-09-05 15:10:34;135
direction;2018-09-05 15:14:34;270
direction;2018-09-05 15:18:34;135
direction;2018-09-05 15:24:34;135
direction;2018-09-05 15:30:34;135
direction;2018-09-05 15:36:34;270
direction;2018-09-05 15:40:34;270
direction;2018-09-05 15:46:34;315
direction;2018-09-05 15:52:34;315
direction;2018-09-05 15:58:34;135
direction;2018-09-05 16:04:34;225
direction;2018-09-05 16:08:34;135
direction;2018-09-05 16:14:34;270
direction;2018-09-05 16:18:34;135
direction;2018-09-05 16:22:34;90
direction;2018-09-05 16:28:34;180
direction;2018-09-05 16:34:34;135
direction;2018-09-05 16:38:34;135
direction;2018-09-05 16:44:34;135
direction;2018-09-05 16:50:34;135
direction;2018-09-05 16:54:34;135
direction;2018-09-05 16:58:34;135
direction;2018-09-05 17:04:34;270
direction;2018-09-05 17:08:34;135
direction;2018-09-05 17:12:34;225
direction;2018-09-05 17:16:34;270
direction;2018-09-05 17:22:34;135
direction;2018-09-05 17:26:34;135
direction;2018-09-05 17:30:34;270
direction;2018-09-05 17:36:34;135
direction;2018-09-05 17:42:34;180
direction;2018-09-05 17:48:34;180
direction;2018-09-05 17:54:34;270
direction;2018-09-05 17:58:34;135
direction;2018-09-05 18:04:34;135
direction;2018-09-05 18:08:34;90
direction;2018-09-05 18:14:34;135
direction;2018-09-05 18:20:34;135
direction;2018-09-05 18:24:34;135
direction;2018-09-05 18:30:34;180
direction;2018-09-05 18:36:34;270
direction;2018-09-05 18:42:34;135
direction;2018-09-05 18:48:34;225
direction;2018-09-05 18:54:34;135
direction;2018-09-05 19:00:34;135
direction;2018-09-05 19:06:34;135
direction;2018-09-05 19:12:34;225
direction;2018-09-05 19:16:34;135
direction;2018-09-05 19:22:34;225
direction;2018-09-05 19:28:34;225
direction;2018-09-05 19:34:34;90
direction;2018-09-05 19:40:34;135
direction;2018-09-05 19:46:34;135
direction;2018-09-05 19:50:34;135
direction;2018-09-05 19:54:34;135
direction;2018-09-05 19:58:34;135
direction;2018-09-05 20:04:34;135
direction;2018-09-05 20:08:34;90
direction;2018-09-05 20:14:34;135
direction;2018-09-05 20:18:34;135
direction;2018-09-05 20:24:34;225
direction;2018-09-05 20:28:34;90
direction;2018-09-05 20:32:34;135
direction;2018-09-05 20:38:34;135
direction;2018-09-05 20:42:34;135
direction;2018-09-05 20:46:34;135
direction;2018-09-05 20:52:34;135
direction;2018-09-05 20:58:34;90
direction;2018-09-05 21:04:34;180
direction;2018-09-05 21:10:34;270
direction;2018-09-05 21:16:34;90
direction;2018-09-05 21:22:34;135
direction;2018-09-05 21:28:34;90
direction;2018-09-05 21:32:34;90
direction;2018-09-05 21:36:34;135
direction;2018-09-05 21:42:34;135
direction;2018-09-05 21:46:34;270
direction;2018-09-05 21:52:34;270
direction;2018-09-05 21:58:34;270
direction;2018-09-05 22:02:34;270
direction;2018-09-05 22:06:34;135
direction;2018-09-05 22:12:34;225
direction;2018-09-05 22:18:34;90
direction;2018-09-05 22:24:34;90
direction;2018-09-05 22:30:34;90
direction;2018-09-05 22:36:34;135
direction;2018-09-05 22:42:34;135
direction;2018-09-05 22:46:34;135
direction;2018-09-05 22:50:34;135
direction;2018-09-05 22:56:34;270
direction;2018-09-05 23:02:34;270
direction;2018-09-05 23:08:34;270
direction;2018-09-05 23:14:34;270
direction;2018-09-05 23:18:34;225
direction;2018-09-05 23:24:34;135
direction;2018-09-05 23:30:34;135
direction;2018-09-05 23:34:34;45
direction;2018-09-05 23:40:34;135
direction;2018-09-05 23:46:34;135
direction;2018-09-05 23:50:34;315
direction;2018-09-05 23:56:34;135
direction;2018-09-06 00:00:34;270
direction;2018-09-06 00:06:34;135
direction;2018-09-06 00:10:34;135
direction;2018-09-06 00:14:34;135
direction;2018-09-06 00:18:34;270
direction;2018-09-06 00:24:34;315
direction;2018-09-06 00:28:34;135
direction;2018-09-06 00:34:34;270
direction;2018-09-06 00:40:34;270
direction;2018-09-06 00:46:34;135
direction;2018-09-06 00:52:34;135
direction;2018-09-06 00:58:34;135
direction;2018-09-06 01:02:34;135
direction;2018-09-06 01:08:34;135
direction;2018-09-06 01:12:34;270
direction;2018-09-06 01:16:34;135
direction;2018-09-06 01:22:34;270
direction;2018-09-06 01:26:34;270
direction;2018-09-06 01:30:34;270
direction;2018-09-06 01:34:34;180
direction;2018-09-06 01:40:34;135
direction;2018-09-06 01:46:34;270
direction;2018-09-06 01:52:34;270
direction;2018-09-06 01:56:34;135
direction;2018-09-06 02:02:34;270
direction;2018-09-06 02:08:34;90
direction;2018-09-06 02:14:34;270
direction;2018-09-06 02:18:34;270
direction;2018-09-06 02:24:34;270
direction;2018-09-06 02:28:34;135
direction;2018-09-06 02:34:34;135
direction;2018-09-06 02:40:34;135
direction;2018-09-06 02:44:34;135
direction;2018-09-06 02:48:34;90
direction;2018-09-06 02:54:34;135
direction;2018-09-06 03:00:34;270
direction;2018-09-06 03:04:34;270
direction;2018-09-06 03:08:34;270
direction;2018-09-06 03:12:34;225
direction;2018-09-06 03:16:34;135
direction;2018-09-06 03:22:34;135
direction;2018-09-06 03:26:34;270
direction;2018-09-06 03:32:34;270
direction;2018-09-06 03:36:34;135
direction;2018-09-06 03:42:34;135
direction;2018-09-06 03:48:34;90
direction;2018-09-06 03:52:34;135
direction;2018-09-06 03:58:34;270
direction;2018-09-06 04:02:34;270
direction;2018-09-06 04:08:34;90
direction;2018-09-06 04:14:34;270
direction;2018-09-06 04:20:34;135
direction;2018-09-06 04:26:34;135
direction;2018-09-06 04:32:34;315
direction;2018-09-06 04:36:34;135
direction;2018-09-06 04:42:34;135
direction;2018-09-06 04:46:34;270
direction;2018-09-06 04:50:34;135
direction;2018-09-06 04:56:34;180
direction;2018-09-06 05:02:34;90
direction;2018-09-06 05:08:34;135
direction;2018-09-06 05:12:34;135
direction;2018-09-06 05:18:34;135
direction;2018-09-06 05:24:34;135
direction;2018-09-06 05:28:34;135
direction;2018-09-06 05:32:34;135
direction;2018-09-06 05:36:34;270
direction;2018-09-06 05:40:34;225
direction;2018-09-06 05:44:34;315
direction;2018-09-06 05:50:34;135
direction;2018-09-06 05:54:34;270
direction;2018-09-06 06:00:34;135
direction;2018-09-06 06:04:34;270
direction;2018-09-06 06:08:34;270
direction;2018-09-06 06:12:34;315
direction;2018-09-06 06:16:34;135
direction;2018-09-06 06:22:34;135
direction;2018-09-06 06:28:34;315
direction;2018-09-06 06:34:34;90
direction;2018-09-06 06:40:34;225
direction;2018-09-06 06:44:34;135
direction;2018-09-06 06:48:34;270
direction;2018-09-06 06:54:34;45
direction;2018-09-06 07:00:34;135
direction;2018-09-06 07:06:34;135
direction;2018-09-06 07:12:34;270
direction;2018-09-06 07:18:34;270
direction;2018-09-06 07:22:34;270
direction;2018-09-06 07:26:34;225
direction;2018-09-06 07:30:34;270
direction;2018-09-06 07:36:34;90
direction;2018-09-06 07:42:34;135
direction;2018-09-06 07:48:34;270
direction;2018-09-06 07:54:34;270
direction;2018-09-06 07:58:34;270
direction;2018-09-06 08:02:34;270
direction;2018-09-06 08:06:34;270
direction;2018-09-06 08:10:34;90
direction;2018-09-06 08:16:34;135
direction;2018-09-06 08:22:34;270
direction;2018-09-06 08:26:34;270
direction;2018-09-06 08:32:34;270
direction;2018-09-06 08:36:34;270
direction;2018-09-06 08:42:35;270
direction;2018-09-06 08:48:35;270
direction;2018-09-06 08:52:34;135
direction;2018-09-06 08:56:35;270
direction;2018-09-06 09:02:35;270
direction;2018-09-06 09:06:35;270
direction;2018-09-06 09:12:35;270
direction;2018-09-06 09:18:35;270
direction;2018-09-06 09:22:35;270
direction;2018-09-06 09:28:35;270
direction;2018-09-06 09:34:35;180
direction;2018-09-06 09:38:35;135
direction;2018-09-06 09:44:35;270
direction;2018-09-06 09:50:35;225
direction;2018-09-06 09:54:35;270
direction;2018-09-06 09:58:35;225
direction;2018-09-06 10:02:35;270
direction;2018-09-06 10:06:35;90
direction;2018-09-06 10:12:35;270
direction;2018-09-06 10:16:35;270
direction;2018-09-06 10:20:35;270
direction;2018-09-06 10:24:35;225
direction;2018-09-06 10:30:35;45
direction;2018-09-06 10:36:35;270
direction;2018-09-06 10:40:35;225
direction;2018-09-06 10:44:35;270
direction;2018-09-06 10:50:35;225
direction;2018-09-06 10:54:35;225
direction;2018-09-06 11:00:35;135
direction;2018-09-06 11:04:35;180
direction;2018-09-06 11:10:35;270
direction;2018-09-06 11:14:35;225
direction;2018-09-06 11:18:35;180
direction;2018-09-06 11:24:35;270
direction;2018-09-06 11:30:35;270
direction;2018-09-06 11:34:35;270
direction;2018-09-06 11:40:35;270
direction;2018-09-06 11:44:35;270
direction;2018-09-06 11:50:35;225
direction;2018-09-06 11:56:35;270
direction;2018-09-06 12:02:35;135
direction;2018-09-06 12:06:35;270
direction;2018-09-06 12:10:35;135
direction;2018-09-06 12:16:35;90
direction;2018-09-06 12:22:35;135
direction;2018-09-06 12:28:35;135
direction;2018-09-06 12:32:35;135
direction;2018-09-06 12:38:35;270
direction;2018-09-06 12:42:35;270
direction;2018-09-06 12:48:35;270
direction;2018-09-06 12:52:35;90
direction;2018-09-06 12:56:35;90
direction;2018-09-06 13:00:35;270
direction;2018-09-06 13:04:35;90
direction;2018-09-06 13:08:35;270
direction;2018-09-06 13:12:35;270
direction;2018-09-06 13:18:35;90
direction;2018-09-06 13:22:35;135
direction;2018-09-06 13:26:35;180
direction;2018-09-06 13:32:35;270
direction;2018-09-06 13:36:35;270
direction;2018-09-06 13:40:35;135
direction;2018-09-06 13:46:35;90
direction;2018-09-06 13:50:35;135
direction;2018-09-06 13:54:35;270
direction;2018-09-06 13:58:35;180
direction;2018-09-06 14:02:35;270
direction;2018-09-06 14:06:35;90
direction;2018-09-06 14:10:35;270
direction;2018-09-06 14:14:35;270
direction;2018-09-06 14:20:35;270
direction;2018-09-06 14:24:35;135
direction;2018-09-06 14:28:35;270
direction;2018-09-06 14:32:35;270
direction;2018-09-06 14:38:35;90
direction;2018-09-06 14:44:35;270
direction;2018-09-06 14:48:35;225
direction;2018-09-06 14:54:35;135
direction;2018-09-06 15:00:35;270
direction;2018-09-06 15:06:35;135
direction;2018-09-06 15:10:35;270
direction;2018-09-06 15:14:35;270
direction;2018-09-06 15:18:35;135
direction;2018-09-06 15:22:35;270
direction;2018-09-06 15:26:35;270
direction;2018-09-06 15:30:35;180
direction;2018-09-06 15:34:35;270
direction;2018-09-06 15:40:35;270
direction;2018-09-06 15:44:35;135
direction;2018-09-06 15:48:35;135
direction;2018-09-06 15:54:35;270
direction;2018-09-06 16:00:35;90
direction;2018-09-06 16:04:35;180
direction;2018-09-06 16:08:35;90
direction;2018-09-06 16:14:35;270
direction;2018-09-06 16:20:35;180
direction;2018-09-06 16:24:35;225
direction;2018-09-06 16:28:35;270
direction;2018-09-06 16:34:35;270
direction;2018-09-06 16:40:35;135
direction;2018-09-06 16:44:35;135
direction;2018-09-06 16:50:35;90
direction;2018-09-06 16:54:35;135
direction;2018-09-06 16:58:35;135
direction;2018-09-06 17:02:35;270
direction;2018-09-06 17:08:35;270
direction;2018-09-06 17:12:35;90
direction;2018-09-06 17:16:35;270
direction;2018-09-06 17:20:35;270
direction;2018-09-06 17:24:35;225
direction;2018-09-06 17:28:35;180
direction;2018-09-06 17:32:35;135
direction;2018-09-06 17:38:35;270
direction;2018-09-06 17:42:35;45
direction;2018-09-06 17:48:35;135
direction;2018-09-06 17:52:35;270
direction;2018-09-06 17:58:35;225
direction;2018-09-06 18:06:35;135
direction;2018-09-06 18:10:35;135
direction;2018-09-06 18:14:35;135
direction;2018-09-06 18:18:35;135
direction;2018-09-06 18:24:35;135
direction;2018-09-06 18:36:35;135
direction;2018-09-06 18:42:35;135
direction;2018-09-06 18:46:35;135
direction;2018-09-06 18:50:35;135
direction;2018-09-06 18:54:35;135
direction;2018-09-06 18:58:35;135
direction;2018-09-06 19:04:35;135
direction;2018-09-06 19:10:35;135
direction;2018-09-06 19:20:35;135
direction;2018-09-06 19:26:35;135
direction;2018-09-06 19:32:35;135
direction;2018-09-06 19:38:35;135
direction;2018-09-06 19:44:35;135
direction;2018-09-06 19:54:35;135
direction;2018-09-06 20:00:35;135
direction;2018-09-06 20:06:35;135
direction;2018-09-06 20:12:35;225
direction;2018-09-06 20:18:35;135
direction;2018-09-06 20:24:35;270
direction;2018-09-06 20:30:35;135
direction;2018-09-06 20:36:35;270
direction;2018-09-06 20:40:35;135
direction;2018-09-06 20:52:35;135
direction;2018-09-06 20:58:35;270
direction;2018-09-06 21:02:35;225
direction;2018-09-06 21:08:35;225
direction;2018-09-06 21:12:35;270
direction;2018-09-06 21:18:35;270
direction;2018-09-06 21:24:35;135
direction;2018-09-06 21:30:35;135
direction;2018-09-06 21:36:35;135
direction;2018-09-06 21:42:35;135
direction;2018-09-06 21:46:35;270
direction;2018-09-06 21:52:35;180
direction;2018-09-06 21:58:35;135
direction;2018-09-06 22:02:35;270
direction;2018-09-06 22:06:35;135
direction;2018-09-06 22:10:35;270
direction;2018-09-06 22:14:35;270
direction;2018-09-06 22:18:35;135
direction;2018-09-06 22:24:35;135
direction;2018-09-06 22:28:35;135
direction;2018-09-06 22:34:35;135
direction;2018-09-06 22:38:35;270
direction;2018-09-06 22:44:35;270
direction;2018-09-06 22:50:35;225
direction;2018-09-06 22:56:35;135
direction;2018-09-06 23:02:35;270
direction;2018-09-06 23:08:35;270
direction;2018-09-06 23:14:35;135
direction;2018-09-06 23:18:35;135
direction;2018-09-06 23:22:35;135
direction;2018-09-06 23:28:35;135
direction;2018-09-06 23:34:35;270
direction;2018-09-06 23:38:35;90
direction;2018-09-06 23:42:35;135
direction;2018-09-06 23:48:35;135
direction;2018-09-06 23:52:35;135
direction;2018-09-06 23:56:35;135
direction;2018-09-07 00:00:35;270
direction;2018-09-07 00:06:35;135
direction;2018-09-07 00:10:35;135
direction;2018-09-07 00:14:35;135
direction;2018-09-07 00:18:35;135
direction;2018-09-07 00:22:35;135
direction;2018-09-07 00:28:35;135
direction;2018-09-07 00:32:35;270
direction;2018-09-07 00:38:35;135
direction;2018-09-07 00:44:35;135
direction;2018-09-07 00:48:35;135
direction;2018-09-07 00:52:35;135
direction;2018-09-07 00:56:35;135
direction;2018-09-07 01:02:35;90
direction;2018-09-07 01:08:35;135
direction;2018-09-07 01:12:35;135
direction;2018-09-07 01:18:35;135
direction;2018-09-07 01:24:35;135
direction;2018-09-07 01:28:35;135
direction;2018-09-07 01:34:35;90
direction;2018-09-07 01:38:35;315
direction;2018-09-07 01:44:35;135
direction;2018-09-07 01:48:35;90
direction;2018-09-07 01:52:35;270
direction;2018-09-07 01:56:35;135
direction;2018-09-07 02:00:35;135
direction;2018-09-07 02:04:35;135
direction;2018-09-07 02:08:35;270
direction;2018-09-07 02:14:35;270
direction;2018-09-07 02:20:35;270
direction;2018-09-07 02:26:35;135
direction;2018-09-07 02:32:35;135
direction;2018-09-07 02:38:35;270
direction;2018-09-07 02:44:35;180
direction;2018-09-07 02:48:35;135
direction;2018-09-07 02:52:35;135
direction;2018-09-07 02:56:35;135
direction;2018-09-07 03:02:35;90
direction;2018-09-07 03:08:35;180
direction;2018-09-07 03:14:35;135
direction;2018-09-07 03:18:35;135
direction;2018-09-07 03:24:35;135
direction;2018-09-07 03:28:35;90
direction;2018-09-07 03:34:35;135
direction;2018-09-07 03:40:35;90
direction;2018-09-07 03:46:35;135
direction;2018-09-07 03:50:35;135
direction;2018-09-07 03:54:35;270
direction;2018-09-07 03:58:35;135
direction;2018-09-07 04:04:35;135
direction;2018-09-07 04:10:35;135
direction;2018-09-07 04:14:35;135
direction;2018-09-07 04:18:35;135
direction;2018-09-07 04:22:35;135
direction;2018-09-07 04:28:35;135
direction;2018-09-07 04:32:35;135
direction;2018-09-07 04:36:35;135
direction;2018-09-07 04:40:35;135
direction;2018-09-07 04:44:35;135
direction;2018-09-07 04:50:35;135
direction;2018-09-07 04:56:35;270
direction;2018-09-07 05:00:35;270
direction;2018-09-07 05:04:35;135
direction;2018-09-07 05:08:35;135
direction;2018-09-07 05:14:35;135
direction;2018-09-07 05:20:35;135
direction;2018-09-07 05:24:35;135
direction;2018-09-07 05:30:35;270
direction;2018-09-07 05:36:35;90
direction;2018-09-07 05:42:35;270
direction;2018-09-07 05:48:35;135
direction;2018-09-07 05:52:35;90
direction;2018-09-07 05:56:35;315
direction;2018-09-07 06:00:35;135
direction;2018-09-07 06:04:35;90
direction;2018-09-07 06:08:35;135
direction;2018-09-07 06:14:35;135
direction;2018-09-07 06:18:35;225
direction;2018-09-07 06:24:35;135
direction;2018-09-07 06:30:35;135
direction;2018-09-07 06:34:35;270
direction;2018-09-07 06:40:36;135
direction;2018-09-07 06:44:36;135
direction;2018-09-07 06:48:36;135
direction;2018-09-07 06:54:36;90
direction;2018-09-07 06:58:36;90
direction;2018-09-07 07:04:36;135
direction;2018-09-07 07:08:36;90
direction;2018-09-07 07:12:36;270
direction;2018-09-07 07:18:36;135
direction;2018-09-07 07:24:36;135
direction;2018-09-07 07:28:36;135
direction;2018-09-07 07:34:36;180
direction;2018-09-07 07:40:36;225
direction;2018-09-07 07:44:36;135
direction;2018-09-07 07:50:36;270
direction;2018-09-07 07:56:36;135
direction;2018-09-07 08:02:36;225
direction;2018-09-07 08:06:36;225
direction;2018-09-07 08:10:36;135
direction;2018-09-07 08:14:36;270
direction;2018-09-07 08:20:36;135
direction;2018-09-07 08:26:36;135
direction;2018-09-07 08:30:36;270
direction;2018-09-07 08:36:36;135
direction;2018-09-07 08:42:36;270
direction;2018-09-07 08:48:36;135
direction;2018-09-07 08:52:36;135
direction;2018-09-07 08:58:36;270
direction;2018-09-07 09:02:36;90
direction;2018-09-07 09:06:36;90
direction;2018-09-07 09:12:36;270
direction;2018-09-07 09:18:36;90
direction;2018-09-07 09:24:36;135
direction;2018-09-07 09:30:36;135
direction;2018-09-07 09:34:36;270
direction;2018-09-07 09:38:36;135
direction;2018-09-07 09:42:36;135
direction;2018-09-07 09:46:36;135
direction;2018-09-07 09:52:36;225
direction;2018-09-07 09:56:36;270
direction;2018-09-07 10:02:36;135
direction;2018-09-07 10:08:36;270
direction;2018-09-07 10:14:36;135
direction;2018-09-07 10:18:36;270
direction;2018-09-07 10:24:36;270
direction;2018-09-07 10:30:36;270
direction;2018-09-07 10:36:36;225
direction;2018-09-07 10:40:36;270
direction;2018-09-07 10:46:36;270
direction;2018-09-07 10:50:36;270
direction;2018-09-07 10:56:36;135
direction;2018-09-07 11:00:36;225
direction;2018-09-07 11:04:36;135
direction;2018-09-07 11:10:36;135
direction;2018-09-07 11:16:36;270
direction;2018-09-07 11:20:36;270
direction;2018-09-07 11:26:36;270
direction;2018-09-07 11:30:36;270
direction;2018-09-07 11:34:36;90
direction;2018-09-07 11:40:36;270
direction;2018-09-07 11:46:36;270
direction;2018-09-07 11:50:36;135
direction;2018-09-07 11:56:36;135
direction;2018-09-07 12:02:36;270
direction;2018-09-07 12:08:36;135
direction;2018-09-07 12:12:36;270
direction;2018-09-07 12:18:36;270
direction;2018-09-07 12:24:36;270
direction;2018-09-07 12:30:36;270
direction;2018-09-07 12:36:36;135
direction;2018-09-07 12:42:36;180
direction;2018-09-07 12:46:36;135
direction;2018-09-07 12:50:36;90
direction;2018-09-07 12:56:36;270
direction;2018-09-07 13:02:36;225
direction;2018-09-07 13:08:36;270
direction;2018-09-07 13:14:36;270
direction;2018-09-07 13:18:36;270
direction;2018-09-07 13:24:36;135
direction;2018-09-07 13:28:36;270
direction;2018-09-07 13:34:36;135
direction;2018-09-07 13:40:36;135
direction;2018-09-07 13:44:36;270
direction;2018-09-07 13:50:36;135
direction;2018-09-07 13:54:36;270
direction;2018-09-07 14:00:36;135
direction;2018-09-07 14:06:36;135
direction;2018-09-07 14:10:36;135
direction;2018-09-07 14:14:36;270
direction;2018-09-07 14:20:36;270
direction;2018-09-07 14:24:36;270
direction;2018-09-07 14:28:36;270
direction;2018-09-07 14:34:36;270
direction;2018-09-07 14:40:36;270
direction;2018-09-07 14:46:36;135
direction;2018-09-07 14:50:36;90
direction;2018-09-07 14:56:36;90
direction;2018-09-07 15:00:36;135
direction;2018-09-07 15:04:36;135
direction;2018-09-07 15:10:36;270
direction;2018-09-07 15:14:36;270
direction;2018-09-07 15:18:36;90
direction;2018-09-07 15:22:36;135
direction;2018-09-07 15:26:36;270
direction;2018-09-07 15:30:36;135
direction;2018-09-07 15:34:36;270
direction;2018-09-07 15:38:36;270
direction;2018-09-07 15:44:36;135
direction;2018-09-07 15:50:36;270
direction;2018-09-07 15:56:36;90
direction;2018-09-07 16:02:36;135
direction;2018-09-07 16:06:36;270
direction;2018-09-07 16:10:36;225
direction;2018-09-07 16:14:36;270
direction;2018-09-07 16:20:36;135
direction;2018-09-07 16:24:36;270
direction;2018-09-07 16:30:36;135
direction;2018-09-07 16:36:36;270
direction;2018-09-07 16:40:36;135
direction;2018-09-07 16:44:36;180
direction;2018-09-07 16:50:36;180
direction;2018-09-07 16:56:36;135
direction;2018-09-07 17:00:36;270
direction;2018-09-07 17:04:36;135
direction;2018-09-07 17:10:36;135
direction;2018-09-07 17:16:36;135
direction;2018-09-07 17:20:36;135
direction;2018-09-07 17:24:36;270
direction;2018-09-07 17:30:36;270
direction;2018-09-07 17:36:36;135
direction;2018-09-07 17:40:36;270
direction;2018-09-07 17:44:36;135
direction;2018-09-07 17:50:36;225
direction;2018-09-07 17:54:36;270
direction;2018-09-07 17:58:36;135
direction;2018-09-07 18:04:36;135
direction;2018-09-07 18:10:36;135
direction;2018-09-07 18:16:36;225
direction;2018-09-07 18:22:36;90
direction;2018-09-07 18:28:36;135
direction;2018-09-07 18:32:36;135
direction;2018-09-07 18:38:36;270
direction;2018-09-07 18:44:36;135
direction;2018-09-07 18:50:36;135
direction;2018-09-07 18:54:36;135
direction;2018-09-07 19:00:36;135
direction;2018-09-07 19:06:36;135
direction;2018-09-07 19:10:36;270
direction;2018-09-07 19:18:36;135
direction;2018-09-07 19:24:36;135
direction;2018-09-07 19:34:36;180
direction;2018-09-07 19:40:36;135
direction;2018-09-07 19:46:36;135
direction;2018-09-07 19:50:36;225
direction;2018-09-07 19:54:36;135
direction;2018-09-07 20:00:36;90
direction;2018-09-07 20:06:36;90
direction;2018-09-07 20:12:36;270
direction;2018-09-07 20:16:36;270
direction;2018-09-07 20:22:36;270
direction;2018-09-07 20:28:36;270
direction;2018-09-07 20:34:36;135
direction;2018-09-07 20:48:36;135
direction;2018-09-07 20:54:36;90
direction;2018-09-07 20:58:36;225
direction;2018-09-07 21:04:36;225
direction;2018-09-07 21:08:36;90
direction;2018-09-07 21:14:36;225
direction;2018-09-07 21:20:36;90
direction;2018-09-07 21:26:36;90
direction;2018-09-07 21:30:36;135
direction;2018-09-07 21:34:36;315
direction;2018-09-07 21:40:36;225
direction;2018-09-07 21:46:36;135
direction;2018-09-07 21:52:36;90
direction;2018-09-07 21:56:36;180
direction;2018-09-07 22:02:36;270
direction;2018-09-07 22:08:36;135
direction;2018-09-07 22:12:36;180
direction;2018-09-07 22:16:36;135
direction;2018-09-07 22:22:36;135
direction;2018-09-07 22:28:36;270
direction;2018-09-07 22:32:36;45
direction;2018-09-07 22:38:36;135
direction;2018-09-07 22:44:36;225
direction;2018-09-07 22:48:36;270
direction;2018-09-07 22:52:36;90
direction;2018-09-07 22:58:36;135
direction;2018-09-07 23:04:36;315
direction;2018-09-07 23:10:36;270
direction;2018-09-07 23:14:36;135
direction;2018-09-07 23:20:36;90
direction;2018-09-07 23:26:36;225
direction;2018-09-07 23:30:36;180
direction;2018-09-07 23:34:36;135
direction;2018-09-07 23:40:36;135
direction;2018-09-07 23:44:36;225
direction;2018-09-07 23:48:36;135
direction;2018-09-07 23:52:36;135
direction;2018-09-07 23:58:36;135
direction;2018-09-08 00:02:36;135
direction;2018-09-08 00:08:36;135
direction;2018-09-08 00:12:36;270
direction;2018-09-08 00:16:36;270
direction;2018-09-08 00:22:36;270
direction;2018-09-08 00:26:36;135
direction;2018-09-08 00:30:36;225
direction;2018-09-08 00:36:36;90
direction;2018-09-08 00:40:36;180
direction;2018-09-08 00:46:36;135
direction;2018-09-08 00:52:36;135
direction;2018-09-08 00:56:36;270
direction;2018-09-08 01:00:36;270
direction;2018-09-08 01:06:36;135
direction;2018-09-08 01:12:36;270
direction;2018-09-08 01:18:36;135
direction;2018-09-08 01:24:36;225
direction;2018-09-08 01:28:36;135
direction;2018-09-08 01:32:36;270
direction;2018-09-08 01:38:36;270
direction;2018-09-08 01:42:36;90
direction;2018-09-08 01:46:36;270
direction;2018-09-08 01:52:36;90
direction;2018-09-08 01:58:36;270
direction;2018-09-08 02:02:36;90
direction;2018-09-08 02:08:36;135
direction;2018-09-08 02:14:36;135
direction;2018-09-08 02:20:36;225
direction;2018-09-08 02:26:36;90
direction;2018-09-08 02:32:36;135
direction;2018-09-08 02:38:36;180
direction;2018-09-08 02:42:36;90
direction;2018-09-08 02:48:36;270
direction;2018-09-08 02:54:36;135
direction;2018-09-08 03:00:36;135
direction;2018-09-08 03:06:36;90
direction;2018-09-08 03:10:36;135
direction;2018-09-08 03:16:36;90
direction;2018-09-08 03:20:36;135
direction;2018-09-08 03:24:37;270
direction;2018-09-08 03:28:37;270
direction;2018-09-08 03:32:37;135
direction;2018-09-08 03:36:37;135
direction;2018-09-08 03:42:37;135
direction;2018-09-08 03:46:37;135
direction;2018-09-08 03:50:37;135
direction;2018-09-08 03:56:37;225
direction;2018-09-08 04:02:37;135
direction;2018-09-08 04:06:37;135
direction;2018-09-08 04:12:37;270
direction;2018-09-08 04:18:37;90
direction;2018-09-08 04:22:37;90
direction;2018-09-08 04:26:37;135
direction;2018-09-08 04:32:37;135
direction;2018-09-08 04:36:37;315
direction;2018-09-08 04:42:37;135
direction;2018-09-08 04:48:37;270
direction;2018-09-08 04:54:37;135
direction;2018-09-08 05:00:37;270
direction;2018-09-08 05:06:37;135
direction;2018-09-08 05:10:37;270
direction;2018-09-08 05:16:37;180
direction;2018-09-08 05:20:37;90
direction;2018-09-08 05:26:37;135
direction;2018-09-08 05:32:37;135
direction;2018-09-08 05:36:37;135
direction;2018-09-08 05:42:37;135
direction;2018-09-08 05:46:37;135
direction;2018-09-08 05:50:37;90
direction;2018-09-08 05:54:37;135
direction;2018-09-08 05:58:37;270
direction;2018-09-08 06:04:37;180
direction;2018-09-08 06:08:37;270
direction;2018-09-08 06:14:37;270
direction;2018-09-08 06:20:37;270
direction;2018-09-08 06:24:37;135
direction;2018-09-08 06:28:37;270
direction;2018-09-08 06:36:37;90
direction;2018-09-08 06:42:37;90
direction;2018-09-08 06:48:37;45
direction;2018-09-08 06:58:37;270
direction;2018-09-08 07:10:37;135
