"time","conc","wdir","wspeed","temp","minute","hour","dow","wos"
2018-09-01 01:00:00,0.6338,270,0.278181823478455,23.45054,60,1,"Saturday","1"
2018-09-01 02:00:00,0.5289,135,0.455384615522146,23.29138,120,2,"Saturday","1"
2018-09-01 03:00:00,0.485142857142857,135,0.341666664928158,22.9905918367347,180,3,"Saturday","1"
2018-09-01 04:00:00,0.47678,135,0.187692309801369,22.76776,240,4,"Saturday","1"
2018-09-01 05:00:00,0.458142857142857,135,0.192307692021146,22.6479591836735,300,5,"Saturday","1"
2018-09-01 06:00:00,0.58272,270,0.0854545445605182,22.35774,360,6,"Saturday","1"
2018-09-01 07:00:00,0.83366,135,0.201666668988817,22.01742,420,7,"Saturday","1"
2018-09-01 08:00:00,0.910244897959184,135,0.218181815675709,22.0055102040816,480,8,"Saturday","1"
2018-09-01 09:00:00,1.10874,270,0.236363639208436,22.65178,540,9,"Saturday","1"
2018-09-01 10:00:00,1.14412,270,0.456923081325215,23.78356,600,10,"Saturday","1"
2018-09-01 11:00:00,1.19430612244898,270,0.765454543584991,25.5155918367347,660,11,"Saturday","1"
2018-09-01 12:00:00,1.18174,135,0.8963636413899,26.81244,720,12,"Saturday","1"
2018-09-01 13:00:00,1.20198,270,0.454545456916,27.38528,780,13,"Saturday","1"
2018-09-01 14:00:00,1.23634693877551,270,0.548333336288658,27.9962040816327,840,14,"Saturday","1"
2018-09-01 15:00:00,1.12098,270,0.465454546226636,28.31444,900,15,"Saturday","1"
2018-09-01 16:00:00,1.32004081632653,270,0.35666667483715,28.2568571428571,960,16,"Saturday","1"
2018-09-01 17:00:00,1.16226,135,0.246666663326408,28.36936,1020,17,"Saturday","1"
2018-09-01 18:00:00,1.20254,135,0.0963636355644273,27.88866,1080,18,"Saturday","1"
2018-09-01 19:00:00,1.13002,135,0.3216666746884,26.97486,1140,19,"Saturday","1"
2018-09-01 20:00:00,1.12384,180,0.169999998373483,26.1521,1200,20,"Saturday","1"
2018-09-01 21:00:00,1.19808163265306,135,0.289230765917985,25.6547346938776,1260,21,"Saturday","1"
2018-09-01 22:00:00,1.09788,135,0.156363633207255,25.35254,1320,22,"Saturday","1"
2018-09-01 23:00:00,0.932265306122449,135,0.2036363641647,24.8557346938776,1380,23,"Saturday","1"
2018-09-02 00:00:00,0.746224489795918,270,0.165454544804345,24.3247755102041,0,0,"Sunday","1"
2018-09-02 01:00:00,0.6436875,270,0.485454535280536,23.7756041666667,60,1,"Sunday","1"
2018-09-02 02:00:00,0.516122448979592,135,0.093333334661975,23.3247755102041,120,2,"Sunday","1"
2018-09-02 03:00:00,0.486673469387755,135,0.0138461535366692,23.020693877551,180,3,"Sunday","1"
2018-09-02 04:00:00,0.43452,135,0.0800000000745571,22.54064,240,4,"Sunday","1"
2018-09-02 05:00:00,0.47602,135,0.076666666194875,22.2862,300,5,"Sunday","1"
2018-09-02 06:00:00,0.48772,135,0.218333328142817,22.08586,360,6,"Sunday","1"
2018-09-02 07:00:00,0.688,135,0.0945454551415364,22.1597551020408,420,7,"Sunday","1"
2018-09-02 08:00:00,0.68696,270,0.258461536409831,22.46986,480,8,"Sunday","1"
2018-09-02 09:00:00,0.691183673469388,270,0.271666665872,22.8739591836735,540,9,"Sunday","1"
2018-09-02 10:00:00,0.8943,270,0.327272723682973,24.9415,600,10,"Sunday","1"
2018-09-02 11:00:00,0.940877551020408,270,0.5676923147763,26.6690408163265,660,11,"Sunday","1"
2018-09-02 12:00:00,0.884673469387755,270,0.848333332997167,27.3764285714286,720,12,"Sunday","1"
2018-09-02 13:00:00,0.88278,135,0.830909084189909,27.78754,780,13,"Sunday","1"
2018-09-02 14:00:00,0.877122448979592,270,0.966666660581583,28.546306122449,840,14,"Sunday","1"
2018-09-02 15:00:00,0.89248,270,0.664615386954308,28.84674,900,15,"Sunday","1"
2018-09-02 16:00:00,0.973734693877551,270,0.596666670094567,29.2164693877551,960,16,"Sunday","1"
2018-09-02 17:00:00,0.87248,270,0.171666668107125,28.97364,1020,17,"Sunday","1"
