"time","dow","conc","minute","hour"
2018-09-16 00:05:00,"Sunday",0.6215625,5,0
2018-09-16 00:10:00,"Sunday",0.6295,10,0
2018-09-16 00:15:00,"Sunday",0.663425,15,0
2018-09-16 00:20:00,"Sunday",0.614,20,0
2018-09-16 00:25:00,"Sunday",0.6529375,25,0
2018-09-16 00:30:00,"Sunday",0.58395,30,0
2018-09-16 00:35:00,"Sunday",0.5460625,35,0
2018-09-16 00:40:00,"Sunday",0.535475,40,0
2018-09-16 00:45:00,"Sunday",0.56305,45,0
2018-09-16 00:50:00,"Sunday",0.52425,50,0
2018-09-16 00:55:00,"Sunday",0.5092625,55,0
2018-09-16 01:00:00,"Sunday",0.4996875,60,1
2018-09-16 01:05:00,"Sunday",0.5091,65,1
2018-09-16 01:10:00,"Sunday",0.50325,70,1
2018-09-16 01:15:00,"Sunday",0.4868125,75,1
2018-09-16 01:20:00,"Sunday",0.511125,80,1
2018-09-16 01:25:00,"Sunday",0.52,85,1
2018-09-16 01:30:00,"Sunday",0.5118,90,1
2018-09-16 01:35:00,"Sunday",0.5676375,95,1
2018-09-16 01:40:00,"Sunday",0.521475,100,1
2018-09-16 01:45:00,"Sunday",0.4905,105,1
2018-09-16 01:50:00,"Sunday",0.485825,110,1
2018-09-16 01:55:00,"Sunday",0.4890125,115,1
2018-09-16 02:00:00,"Sunday",0.479125,120,2
2018-09-16 02:05:00,"Sunday",0.492,125,2
2018-09-16 02:10:00,"Sunday",0.463125,130,2
2018-09-16 02:15:00,"Sunday",0.4680625,135,2
2018-09-16 02:20:00,"Sunday",0.4594875,140,2
2018-09-16 02:25:00,"Sunday",0.44775,145,2
2018-09-16 02:30:00,"Sunday",0.4474375,150,2
2018-09-16 02:35:00,"Sunday",0.443,155,2
2018-09-16 02:40:00,"Sunday",0.4345625,160,2
2018-09-16 02:45:00,"Sunday",0.4315875,165,2
2018-09-16 02:50:00,"Sunday",0.448125,170,2
2018-09-16 02:55:00,"Sunday",0.4469375,175,2
2018-09-16 03:00:00,"Sunday",0.441625,180,3
2018-09-16 03:05:00,"Sunday",0.4101375,185,3
2018-09-16 03:10:00,"Sunday",0.4120625,190,3
2018-09-16 03:15:00,"Sunday",0.4168375,195,3
2018-09-16 03:20:00,"Sunday",0.455,200,3
2018-09-16 03:25:00,"Sunday",0.4073125,205,3
2018-09-16 03:30:00,"Sunday",0.40265,210,3
2018-09-16 03:35:00,"Sunday",0.4011875,215,3
2018-09-16 03:40:00,"Sunday",0.4040625,220,3
2018-09-16 03:45:00,"Sunday",0.4225375,225,3
2018-09-16 03:50:00,"Sunday",0.4434375,230,3
2018-09-16 03:55:00,"Sunday",0.4234625,235,3
2018-09-16 04:00:00,"Sunday",0.4049375,240,4
2018-09-16 04:05:00,"Sunday",0.421125,245,4
