"time","conc","wdir","wspeed","minute","hour","dow","wos"
2018-09-01 00:15:00,0.693923076923077,270,0.2500000074505,15,0,"Saturday","1"
2018-09-01 00:30:00,0.660916666666667,135,0.215000005439,30,0,"Saturday","1"
2018-09-01 00:45:00,0.606615384615385,90,0.4699999988075,45,0,"Saturday","1"
2018-09-01 01:00:00,0.571,270,0.253333341330333,60,1,"Saturday","1"
2018-09-01 01:15:00,0.585,135,0.186666667461333,75,1,"Saturday","1"
2018-09-01 01:30:00,0.5115,270,0.66000000387425,90,1,"Saturday","1"
2018-09-01 01:45:00,0.502583333333333,135,0.439999997616,105,1,"Saturday","1"
2018-09-01 02:00:00,0.513153846153846,135,0.4666666636863,120,2,"Saturday","1"
2018-09-01 02:15:00,0.44675,135,0.533333331346333,135,2,"Saturday","1"
2018-09-01 02:30:00,0.539083333333333,135,0.106666663040633,150,2,"Saturday","1"
2018-09-01 02:45:00,0.471307692307692,135,0.273333337158,165,2,"Saturday","1"
2018-09-01 03:00:00,0.484583333333333,135,0.453333328167667,180,3,"Saturday","1"
2018-09-01 03:15:00,0.506076923076923,135,0.339999996125667,195,3,"Saturday","1"
2018-09-01 03:30:00,0.48725,135,0.1900000059977,210,3,"Saturday","1"
2018-09-01 03:45:00,0.462,225,0.120000001043,225,3,"Saturday","1"
2018-09-01 04:00:00,0.451461538461538,270,0.100000003973667,240,4,"Saturday","1"
2018-09-01 04:15:00,0.497416666666667,225,0.0400000003476667,255,4,"Saturday","1"
2018-09-01 04:30:00,0.44975,135,0.230000000447,270,4,"Saturday","1"
2018-09-01 04:45:00,0.442230769230769,270,0.0199999995529667,285,4,"Saturday","1"
2018-09-01 05:00:00,0.4445,270,0.466666664928333,300,5,"Saturday","1"
2018-09-01 05:15:00,0.470923076923077,270,0.119999997318,315,5,"Saturday","1"
2018-09-01 05:30:00,0.4965,270,0.0599999999006333,330,5,"Saturday","1"
2018-09-01 05:45:00,0.691230769230769,270,0.0799999982119667,345,5,"Saturday","1"
2018-09-01 06:00:00,0.6725,135,0.0933333337306333,360,6,"Saturday","1"
2018-09-01 06:15:00,0.689416666666667,135,0.446666667858667,375,6,"Saturday","1"
2018-09-01 06:30:00,0.759307692307692,135,0.153333336115,390,6,"Saturday","1"
2018-09-01 06:45:00,0.938583333333333,90,0.0333333325883,405,6,"Saturday","1"
2018-09-01 07:00:00,0.944307692307692,135,0.1733333393933,420,7,"Saturday","1"
2018-09-01 07:15:00,0.914,90,0.166666662941333,435,7,"Saturday","1"
2018-09-01 07:30:00,0.88075,135,0.01999999955295,450,7,"Saturday","1"
2018-09-01 07:45:00,0.932461538461538,135,0.3466666589183,465,7,"Saturday","1"
2018-09-01 08:00:00,0.911916666666667,270,0.273333335916,480,8,"Saturday","1"
2018-09-01 08:15:00,1.03723076923077,270,0.1800000009436,495,8,"Saturday","1"
2018-09-01 08:30:00,1.20966666666667,270,0.273333338399667,510,8,"Saturday","1"
2018-09-01 08:45:00,1.03225,270,0.189999997616,525,8,"Saturday","1"
2018-09-01 09:00:00,1.15769230769231,45,0.286666672677,540,9,"Saturday","1"
2018-09-01 09:15:00,1.01283333333333,270,0.406666671236333,555,9,"Saturday","1"
2018-09-01 09:30:00,1.10323076923077,135,0.146666663388633,570,9,"Saturday","1"
2018-09-01 09:45:00,1.36516666666667,270,0.566666657727333,585,9,"Saturday","1"
2018-09-01 10:00:00,1.10215384615385,270,0.645000020042725,600,10,"Saturday","1"
2018-09-01 10:15:00,1.3835,90,0.640000000596633,615,10,"Saturday","1"
2018-09-01 10:30:00,1.26733333333333,270,0.67999998666275,630,10,"Saturday","1"
2018-09-01 10:45:00,0.910384615384615,135,0.780000001192,645,10,"Saturday","1"
2018-09-01 11:00:00,1.23966666666667,135,1.110000014305,660,11,"Saturday","1"
2018-09-01 11:15:00,1.38815384615385,135,1.35333335399767,675,11,"Saturday","1"
2018-09-01 11:30:00,1.04483333333333,270,1.329999983311,690,11,"Saturday","1"
2018-09-01 11:45:00,0.970384615384615,270,0.673333346844,705,11,"Saturday","1"
2018-09-01 12:00:00,1.324,225,0.373333328713967,720,12,"Saturday","1"
2018-09-01 12:15:00,1.32666666666667,270,0.760000010331,735,12,"Saturday","1"
2018-09-01 12:30:00,1.00776923076923,225,0.0699999984355,750,12,"Saturday","1"
2018-09-01 12:45:00,1.36858333333333,180,0.566666662693,765,12,"Saturday","1"
2018-09-01 13:00:00,1.12730769230769,135,0.293333336711,780,13,"Saturday","1"
2018-09-01 13:15:00,1.27683333333333,270,0.406666666269333,795,13,"Saturday","1"
2018-09-01 13:30:00,1.13992307692308,135,0.960000018278667,810,13,"Saturday","1"
2018-09-01 13:45:00,1.26233333333333,270,0.586666658520667,825,13,"Saturday","1"
2018-09-01 14:00:00,1.27433333333333,180,0.240000002085967,840,14,"Saturday","1"
2018-09-01 14:15:00,1.31925,135,0.733333329359333,855,14,"Saturday","1"
2018-09-01 14:30:00,1.17107692307692,315,0.533333336313667,870,14,"Saturday","1"
2018-09-01 14:45:00,0.916666666666667,270,0.233333335568667,885,14,"Saturday","1"
2018-09-01 15:00:00,1.07646153846154,135,0.310000002384,900,15,"Saturday","1"
2018-09-01 15:15:00,1.46616666666667,270,0.286666671435,915,15,"Saturday","1"
2018-09-01 15:30:00,1.34016666666667,135,0.566666675110633,930,15,"Saturday","1"
2018-09-01 15:45:00,1.22,135,0.019999999553,945,15,"Saturday","1"
2018-09-01 16:00:00,1.26216666666667,180,0.420000014825725,960,16,"Saturday","1"
2018-09-01 16:15:00,1.07930769230769,90,0.1449999976905,975,16,"Saturday","1"
2018-09-01 16:30:00,1.55841666666667,135,0.3333333233993,990,16,"Saturday","1"
2018-09-01 16:45:00,1.00261538461538,135,0.133333336562,1005,16,"Saturday","1"
2018-09-01 17:00:00,1.02891666666667,135,0.4899999946355,1020,17,"Saturday","1"
2018-09-01 17:15:00,0.893769230769231,135,0.146666662146667,1035,17,"Saturday","1"
2018-09-01 17:30:00,1.33325,270,0,1050,17,"Saturday","1"
