"time","conc","wdir","wspeed","temp","minute","hour","dow","wos"
2018-09-01 13:00:00,1.24312,270,0.429999999702,27.49348,780,13,"Saturday","1"
2018-09-01 13:30:00,1.20564,270,0.683333342274,27.79572,810,13,"Saturday","1"
2018-09-01 14:00:00,1.26833333333333,135,0.413333330303317,28.2050416666667,840,14,"Saturday","1"
2018-09-01 14:30:00,1.2422,270,0.6333333328365,28.34768,870,14,"Saturday","1"
2018-09-01 15:00:00,0.99976,180,0.2640000022948,28.2812,900,15,"Saturday","1"
2018-09-01 15:30:00,1.40316666666667,270,0.426666673272817,28.213125,930,15,"Saturday","1"
2018-09-01 16:00:00,1.24024,135,0.286666676401483,28.29884,960,16,"Saturday","1"
2018-09-01 16:30:00,1.30928,135,0.225714280137129,28.39628,990,16,"Saturday","1"
2018-09-01 17:00:00,1.01524,135,0.2759999997914,28.34244,1020,17,"Saturday","1"
2018-09-01 17:30:00,1.10472,135,0.0733333310733333,28.02712,1050,17,"Saturday","1"
2018-09-01 18:00:00,1.30036,135,0.12400000095374,27.7502,1080,18,"Saturday","1"
2018-09-01 18:30:00,1.28908,135,0.360000006854817,27.33844,1110,18,"Saturday","1"
2018-09-01 19:00:00,0.97096,135,0.283333342521983,26.61128,1140,19,"Saturday","1"
2018-09-01 19:30:00,1.06528,135,0.00999999977648333,26.21316,1170,19,"Saturday","1"
2018-09-01 20:00:00,1.1824,270,0.329999996970483,26.09104,1200,20,"Saturday","1"
2018-09-01 20:30:00,1.33154166666667,135,0.217142854417986,25.8085,1230,20,"Saturday","1"
2018-09-01 21:00:00,1.06996,135,0.37333332933465,25.50712,1260,21,"Saturday","1"
2018-09-01 21:30:00,1.10552,135,0.0866666653503167,25.3748,1290,21,"Saturday","1"
2018-09-01 22:00:00,1.09024,225,0.23999999463558,25.33028,1320,22,"Saturday","1"
2018-09-01 22:30:00,1.03512,135,0.11599999964238,24.98868,1350,22,"Saturday","1"
2018-09-01 23:00:00,0.825125,90,0.2766666679333,24.71725,1380,23,"Saturday","1"
2018-09-01 23:30:00,0.755375,180,0.3159999996424,24.4630416666667,1410,23,"Saturday","1"
2018-09-02 00:00:00,0.73744,270,0.0399999991059667,24.19204,0,0,"Sunday","1"
2018-09-02 00:30:00,0.720541666666667,225,0.11199999749658,23.9715833333333,30,0,"Sunday","1"
2018-09-02 01:00:00,0.566833333333333,135,0.7966666501005,23.579625,60,1,"Sunday","1"
2018-09-02 01:30:00,0.565166666666667,270,0.0766666686783167,23.422125,90,1,"Sunday","1"
2018-09-02 02:00:00,0.46904,135,0.110000000645633,23.23132,120,2,"Sunday","1"
2018-09-02 02:30:00,0.488083333333333,135,0.0171428567596857,23.1196666666667,150,2,"Sunday","1"
2018-09-02 03:00:00,0.48532,135,0.00999999977648333,22.92568,180,3,"Sunday","1"
2018-09-02 03:30:00,0.46012,135,0.0114285711731429,22.70376,210,3,"Sunday","1"
2018-09-02 04:00:00,0.40892,135,0.148571428975971,22.37752,240,4,"Sunday","1"
2018-09-02 04:30:00,0.44544,135,0.0566666672628,22.33136,270,4,"Sunday","1"
2018-09-02 05:00:00,0.5066,135,0.09666666512695,22.24104,300,5,"Sunday","1"
2018-09-02 05:30:00,0.48152,135,0.2833333270003,22.12404,330,5,"Sunday","1"
2018-09-02 06:00:00,0.49392,135,0.153333329285333,22.04768,360,6,"Sunday","1"
2018-09-02 06:30:00,0.594208333333333,135,0.133333334078483,22.0743333333333,390,6,"Sunday","1"
2018-09-02 07:00:00,0.77804,135,0.0480000004172,22.24176,420,7,"Sunday","1"
2018-09-02 07:30:00,0.73708,270,0.2714285680227,22.42124,450,7,"Sunday","1"
2018-09-02 08:00:00,0.63684,270,0.243333332861483,22.51848,480,8,"Sunday","1"
2018-09-02 08:30:00,0.66572,270,0.133333336562167,22.63328,510,8,"Sunday","1"
2018-09-02 09:00:00,0.717708333333333,270,0.409999995181833,23.1246666666667,540,9,"Sunday","1"
2018-09-02 09:30:00,0.79216,270,0.2749999994412,24.40432,570,9,"Sunday","1"
2018-09-02 10:00:00,0.99644,270,0.357142851821129,25.47868,600,10,"Sunday","1"
2018-09-02 10:30:00,0.993,270,0.485714292952414,26.3991666666667,630,10,"Sunday","1"
2018-09-02 11:00:00,0.89084,270,0.6633333402375,26.92812,660,11,"Sunday","1"
2018-09-02 11:30:00,0.864,270,0.494285709623571,27.36024,690,11,"Sunday","1"
2018-09-02 12:00:00,0.906208333333333,270,1.3440000057202,27.3932916666667,720,12,"Sunday","1"
2018-09-02 12:30:00,0.81304,135,0.655999994278,27.63532,750,12,"Sunday","1"
2018-09-02 13:00:00,0.95252,135,0.9766666591165,27.93976,780,13,"Sunday","1"
2018-09-02 13:30:00,0.778458333333333,135,0.968571403196857,28.3969583333333,810,13,"Sunday","1"
2018-09-02 14:00:00,0.97184,270,0.9640000209202,28.68968,840,14,"Sunday","1"
2018-09-02 14:30:00,0.88876,270,0.5900000010935,28.79748,870,14,"Sunday","1"
2018-09-02 15:00:00,0.8962,270,0.728571431977857,28.896,900,15,"Sunday","1"
2018-09-02 15:30:00,1.05356,270,0.693333342671833,29.21072,930,15,"Sunday","1"
2018-09-02 16:00:00,0.890583333333333,270,0.4999999975173,29.2224583333333,960,16,"Sunday","1"
2018-09-02 16:30:00,0.766,270,0.17199999839054,29.14812,990,16,"Sunday","1"
2018-09-02 17:00:00,0.97896,225,0.171428575047543,28.79916,1020,17,"Sunday","1"
2018-09-02 17:30:00,0.999083333333333,270,0.273333330328167,28.6255833333333,1050,17,"Sunday","1"
2018-09-02 18:00:00,1.10848,270,0.0533333321412833,28.52448,1080,18,"Sunday","1"
2018-09-02 18:30:00,1.6564,225,0.00999999977648333,28.09236,1110,18,"Sunday","1"
2018-09-02 19:00:00,1.99776,180,0,27.63548,1140,19,"Sunday","1"
2018-09-02 19:30:00,2.67604,135,0.00571428558657143,27.28616,1170,19,"Sunday","1"
2018-09-02 20:00:00,1.70436,225,0.00666666651765,26.79708,1200,20,"Sunday","1"
2018-09-02 20:30:00,1.40648,135,0.00285714279328571,26.45396,1230,20,"Sunday","1"
2018-09-02 21:00:00,1.49170833333333,270,0.0233333328118,26.3164583333333,1260,21,"Sunday","1"
2018-09-02 21:30:00,1.15416,270,0.2666666656733,26.08076,1290,21,"Sunday","1"
2018-09-02 22:00:00,1.01732,135,0.25600000843496,25.71632,1320,22,"Sunday","1"
2018-09-02 22:30:00,1.00472,270,0.2257142870554,25.14168,1350,22,"Sunday","1"
2018-09-02 23:00:00,0.978291666666667,135,0.05200000107298,24.6484583333333,1380,23,"Sunday","1"
2018-09-02 23:30:00,0.81748,135,0.106666669249467,24.31388,1410,23,"Sunday","1"
2018-09-03 00:00:00,0.66884,135,0.03999999910595,24.00424,0,0,"Monday","1"
2018-09-03 00:30:00,0.65208,135,0.0399999997268,23.7938,30,0,"Monday","1"
2018-09-03 01:00:00,0.550375,180,0.0866666678338333,23.689375,60,1,"Monday","1"
2018-09-03 01:30:00,0.5038,135,0.07333333231515,23.48148,90,1,"Monday","1"
2018-09-03 02:00:00,0.47032,270,0.07600000053638,23.24132,120,2,"Monday","1"
2018-09-03 02:30:00,0.421,270,0.183333333581633,22.8544,150,2,"Monday","1"
2018-09-03 03:00:00,0.409916666666667,270,0.07999999821196,22.474125,180,3,"Monday","1"
2018-09-03 03:30:00,0.37072,135,0.10333333102365,22.23852,210,3,"Monday","1"
2018-09-03 04:00:00,0.3718,270,0.323333325485133,22.11624,240,4,"Monday","1"
2018-09-03 04:30:00,0.35432,135,0.4079999983312,21.95656,270,4,"Monday","1"
2018-09-03 05:00:00,0.35888,270,0.439999993358429,21.92252,300,5,"Monday","1"
2018-09-03 05:30:00,0.33716,270,0.30799999833118,21.87164,330,5,"Monday","1"
2018-09-03 06:00:00,0.40168,270,0.273333342125817,21.81032,360,6,"Monday","1"
2018-09-03 06:30:00,0.543708333333333,135,0.0485714290824286,21.6951666666667,390,6,"Monday","1"
2018-09-03 07:00:00,0.66436,135,0.16400000527496,21.76152,420,7,"Monday","1"
2018-09-03 07:30:00,0.653,135,0.0800000013163,21.93124,450,7,"Monday","1"
2018-09-03 08:00:00,0.90328,135,0.179999997218483,22.23352,480,8,"Monday","1"
2018-09-03 08:30:00,0.928,135,0.356666663661667,22.46116,510,8,"Monday","1"
2018-09-03 09:00:00,1.03233333333333,270,0.32000000327818,23.07975,540,9,"Monday","1"
2018-09-03 09:30:00,1.25832,90,0.596666671336,24.2418,570,9,"Monday","1"
2018-09-03 10:00:00,1.34036,90,0.300000007574817,25.53352,600,10,"Monday","1"
2018-09-03 10:30:00,1.05088,135,0.586666663488167,26.27564,630,10,"Monday","1"
2018-09-03 11:00:00,0.95836,90,0.72399998009218,27.08312,660,11,"Monday","1"
2018-09-03 11:30:00,0.94328,135,0.728571429316986,27.35312,690,11,"Monday","1"
2018-09-03 12:00:00,0.949208333333333,270,0.8879999995232,27.5896666666667,720,12,"Monday","1"
2018-09-03 12:30:00,0.90396,270,0.366666664679983,27.86596,750,12,"Monday","1"
2018-09-03 13:00:00,1.12444,270,0.6079999923704,28.3334,780,13,"Monday","1"
2018-09-03 13:30:00,0.94396,270,0.6560000061998,28.6058,810,13,"Monday","1"
2018-09-03 14:00:00,1.05296,270,1.05000000447115,28.88152,840,14,"Monday","1"
2018-09-03 14:30:00,1.04752,135,0.540000002831817,29.05844,870,14,"Monday","1"
2018-09-03 15:00:00,1.07216,135,1.08666666100433,29.2818,900,15,"Monday","1"
2018-09-03 15:30:00,1.09768,270,0.596666653951667,29.41452,930,15,"Monday","1"
2018-09-03 16:00:00,1.35624,270,0.814285717372543,29.4038,960,16,"Monday","1"
2018-09-03 16:30:00,1.41720833333333,270,0.11999999955296,29.3420833333333,990,16,"Monday","1"
2018-09-03 17:00:00,1.26768,135,0.5199999913574,29.08768,1020,17,"Monday","1"
2018-09-03 17:30:00,1.20772,135,0.216666661203,28.86164,1050,17,"Monday","1"
2018-09-03 18:00:00,1.13884,135,0.106666665524167,28.55476,1080,18,"Monday","1"
2018-09-03 18:30:00,1.9596,90,0.1400000013412,28.23304,1110,18,"Monday","1"
2018-09-03 19:00:00,1.81933333333333,270,0.00799999982118,27.8419583333333,1140,19,"Monday","1"
2018-09-03 19:30:00,2.46456,135,0.00285714279328571,27.30968,1170,19,"Monday","1"
2018-09-03 20:00:00,3.12704,225,0,26.78532,1200,20,"Monday","1"
2018-09-03 20:30:00,2.6422,270,0,26.40812,1230,20,"Monday","1"
2018-09-03 21:00:00,2.46908333333333,135,0.0200000000851429,26.0631666666667,1260,21,"Monday","1"
2018-09-03 21:30:00,2.19568,135,0.0699999978145,25.7468,1290,21,"Monday","1"
2018-09-03 22:00:00,2.4486,135,0.00333333325883333,25.61104,1320,22,"Monday","1"
2018-09-03 22:30:00,1.49716,180,0,25.5174,1350,22,"Monday","1"
2018-09-03 23:00:00,1.516625,270,0,25.3602916666667,1380,23,"Monday","1"
2018-09-03 23:30:00,0.96408,225,0.0485714269535571,25.25552,1410,23,"Monday","1"
2018-09-04 00:00:00,0.83536,45,0.1057142833514,24.99468,0,0,"Tuesday","1"
2018-09-04 00:30:00,0.67064,45,0.07600000128156,24.63692,30,0,"Tuesday","1"
2018-09-04 01:00:00,0.59132,90,0.0266666666915,24.359,60,1,"Tuesday","1"
2018-09-04 01:30:00,0.6094,135,0.0266666660706667,24.07852,90,1,"Tuesday","1"
2018-09-04 02:00:00,0.57252,135,0.0933333343516333,23.76572,120,2,"Tuesday","1"
2018-09-04 02:30:00,0.51524,180,0.1120000012218,23.38488,150,2,"Tuesday","1"
2018-09-04 03:00:00,0.44276,270,0.163333334028817,23.03544,180,3,"Tuesday","1"
2018-09-04 03:30:00,0.439,270,0.120000002905667,22.7781666666667,210,3,"Tuesday","1"
2018-09-04 04:00:00,0.37144,270,0.0857142843305429,22.53976,240,4,"Tuesday","1"
2018-09-04 04:30:00,0.4014,270,0.0600000017633167,22.36992,270,4,"Tuesday","1"
2018-09-04 05:00:00,0.41748,270,0.00333333325883333,22.1968,300,5,"Tuesday","1"
2018-09-04 05:30:00,0.48092,135,0.0266666666914833,22.01364,330,5,"Tuesday","1"
2018-09-04 06:00:00,0.53475,135,0.00333333325883333,21.8704583333333,360,6,"Tuesday","1"
2018-09-04 06:30:00,0.57288,135,0.0433333336064833,21.7496,390,6,"Tuesday","1"
2018-09-04 07:00:00,0.72,135,0.0266666660706667,21.63856,420,7,"Tuesday","1"
2018-09-04 07:30:00,0.72736,135,0.323333333557467,21.80096,450,7,"Tuesday","1"
2018-09-04 08:00:00,0.72448,135,0.463333339740833,21.90132,480,8,"Tuesday","1"
2018-09-04 08:30:00,0.95108,135,0.643333341926667,22.08356,510,8,"Tuesday","1"
2018-09-04 09:00:00,1.15388,270,0.465714279029257,22.85,540,9,"Tuesday","1"
2018-09-04 09:30:00,1.25008,225,0.703333337481167,24.57912,570,9,"Tuesday","1"
2018-09-04 10:00:00,1.56941666666667,135,0.723333332066317,25.9825,600,10,"Tuesday","1"
2018-09-04 10:30:00,1.64128,270,0.6240000054228,26.6736,630,10,"Tuesday","1"
2018-09-04 11:00:00,1.02964,270,0.480000003108,27.3124,660,11,"Tuesday","1"
2018-09-04 11:30:00,1.01152,270,0.711428572024843,27.6804,690,11,"Tuesday","1"
2018-09-04 12:00:00,1.00208,90,1.1199999928474,27.97408,720,12,"Tuesday","1"
2018-09-04 12:30:00,1.30408,270,0.856666664283833,28.29232,750,12,"Tuesday","1"
2018-09-04 13:00:00,1.36384,270,0.75999999294665,28.88448,780,13,"Tuesday","1"
2018-09-04 13:30:00,1.18395833333333,135,1.064000010489,29.2822083333333,810,13,"Tuesday","1"
2018-09-04 14:00:00,1.09888,270,1.05666664553233,29.42396,840,14,"Tuesday","1"
2018-09-04 14:30:00,0.79828,135,1.2033333368605,29.65536,870,14,"Tuesday","1"
2018-09-04 15:00:00,0.96668,135,0.62333332933465,29.78508,900,15,"Tuesday","1"
2018-09-04 15:30:00,0.77156,135,1.24000000527814,29.88044,930,15,"Tuesday","1"
2018-09-04 16:00:00,1.05184,270,0.98500003665575,29.81868,960,16,"Tuesday","1"
2018-09-04 16:30:00,1.1368,270,0.50000001415698,29.67192,990,16,"Tuesday","1"
2018-09-04 17:00:00,0.90428,180,0.59999999217445,29.49408,1020,17,"Tuesday","1"
2018-09-04 17:30:00,1.30984,270,0.2233333314458,29.27948,1050,17,"Tuesday","1"
2018-09-04 18:00:00,1.36996,135,0.4120000064374,28.99108,1080,18,"Tuesday","1"
2018-09-04 18:30:00,1.28508,135,0.0866666665921667,28.62628,1110,18,"Tuesday","1"
2018-09-04 19:00:00,2.00672,135,0,27.91048,1140,19,"Tuesday","1"
2018-09-04 19:30:00,2.40576,270,0,27.27372,1170,19,"Tuesday","1"
2018-09-04 20:00:00,2.25970833333333,270,0,26.816875,1200,20,"Tuesday","1"
2018-09-04 20:30:00,3.09704,225,0,26.54,1230,20,"Tuesday","1"
2018-09-04 21:00:00,4.17308,225,0,26.28528,1260,21,"Tuesday","1"
2018-09-04 21:30:00,4.28244,225,0,25.8972,1290,21,"Tuesday","1"
2018-09-04 22:00:00,2.982625,225,0,25.4926666666667,1320,22,"Tuesday","1"
2018-09-04 22:30:00,2.75616,225,0.00666666651765,25.22284,1350,22,"Tuesday","1"
2018-09-04 23:00:00,1.65168,135,0.00999999977648333,25.33116,1380,23,"Tuesday","1"
2018-09-04 23:30:00,0.992541666666667,270,0.1428571401961,25.5162916666667,1410,23,"Tuesday","1"
2018-09-05 00:00:00,0.78668,270,0.28000000305465,25.21644,0,0,"Wednesday","1"
2018-09-05 00:30:00,0.6272,270,0.416666663562667,24.70316,30,0,"Wednesday","1"
2018-09-05 01:00:00,0.531791666666667,270,0.17999999597665,24.238,60,1,"Wednesday","1"
2018-09-05 01:30:00,0.55828,270,0.194285712603971,24.01076,90,1,"Wednesday","1"
2018-09-05 02:00:00,0.4582,135,0.0233333328118,23.78088,120,2,"Wednesday","1"
2018-09-05 02:30:00,0.512541666666667,135,0.109999999403983,23.8092083333333,150,2,"Wednesday","1"
2018-09-05 03:00:00,0.51244,270,0.108571427741257,23.5098,180,3,"Wednesday","1"
2018-09-05 03:30:00,0.41148,270,0.436666669944983,23.1964,210,3,"Wednesday","1"
2018-09-05 04:00:00,0.4952,90,0.00999999977648333,23.12032,240,4,"Wednesday","1"
2018-09-05 04:30:00,0.442375,270,0.0333333332091667,23.0755833333333,270,4,"Wednesday","1"
2018-09-05 05:00:00,0.47124,270,0.1700000048925,22.87108,300,5,"Wednesday","1"
2018-09-05 05:30:00,0.48704,135,0.0199999995529833,22.5848,330,5,"Wednesday","1"
2018-09-05 06:00:00,0.53672,270,0.10666666738695,22.47176,360,6,"Wednesday","1"
2018-09-05 06:30:00,0.614208333333333,135,0.2033333300303,22.3277083333333,390,6,"Wednesday","1"
2018-09-05 07:00:00,0.5796,135,0.2400000020863,22.30904,420,7,"Wednesday","1"
2018-09-05 07:30:00,0.6224,270,0.3519999958574,22.3338,450,7,"Wednesday","1"
2018-09-05 08:00:00,0.8604,270,0.33000000255815,22.58348,480,8,"Wednesday","1"
2018-09-05 08:30:00,0.821958333333333,135,0.4200000047684,22.9680416666667,510,8,"Wednesday","1"
2018-09-05 09:00:00,1.14156,270,0.689999992648833,23.5468,540,9,"Wednesday","1"
2018-09-05 09:30:00,1.23328,135,0.34666666636865,24.0712,570,9,"Wednesday","1"
2018-09-05 10:00:00,1.07592,135,0.8519999861722,25.179,600,10,"Wednesday","1"
2018-09-05 10:30:00,1.36095833333333,270,0.826666653777333,25.8985833333333,630,10,"Wednesday","1"
2018-09-05 11:00:00,1.12924,135,0.791428561721429,26.7372,660,11,"Wednesday","1"
2018-09-05 11:30:00,0.994,270,0.696666667858333,26.83768,690,11,"Wednesday","1"
2018-09-05 12:00:00,1.28504,225,1.04333332429367,27.23416,720,12,"Wednesday","1"
2018-09-05 12:30:00,1.16176,135,1.4120000183598,27.5138,750,12,"Wednesday","1"
2018-09-05 13:00:00,1.11445833333333,135,1.01000000039733,27.8417083333333,780,13,"Wednesday","1"
2018-09-05 13:30:00,0.87576,135,1.2085714420037,28.1938,810,13,"Wednesday","1"
2018-09-05 14:00:00,1.08516,270,0.8439999878408,28.50332,840,14,"Wednesday","1"
2018-09-05 14:30:00,0.94392,135,0.6959999874226,28.48488,870,14,"Wednesday","1"
2018-09-05 15:00:00,0.9104,135,1.5600000023862,28.7734,900,15,"Wednesday","1"
2018-09-05 15:30:00,0.97756,135,1.199999998013,29.08552,930,15,"Wednesday","1"
2018-09-05 16:00:00,0.979291666666667,135,0.489999993393667,29.261,960,16,"Wednesday","1"
2018-09-05 16:30:00,1.05708,135,0.526666664829,29.08244,990,16,"Wednesday","1"
2018-09-05 17:00:00,0.96344,135,0.660000005116633,28.95168,1020,17,"Wednesday","1"
2018-09-05 17:30:00,1.26004,135,0.39666666214665,28.71124,1050,17,"Wednesday","1"
2018-09-05 18:00:00,1.20364,270,0.503333325187317,28.43788,1080,18,"Wednesday","1"
2018-09-05 18:30:00,1.35472,135,0.47600001543758,27.99216,1110,18,"Wednesday","1"
2018-09-05 19:00:00,1.49952,135,0.18000000268218,27.6506,1140,19,"Wednesday","1"
2018-09-05 19:30:00,1.44848,135,0.0133333330353167,27.32908,1170,19,"Wednesday","1"
2018-09-05 20:00:00,1.58854166666667,135,0,27.136,1200,20,"Wednesday","1"
2018-09-05 20:30:00,1.15948,135,0.0766666661948333,26.9738,1230,20,"Wednesday","1"
2018-09-05 21:00:00,1.3352,135,0.303333338350167,26.80344,1260,21,"Wednesday","1"
2018-09-05 21:30:00,1.31384,90,0.38400001004258,26.65724,1290,21,"Wednesday","1"
2018-09-05 22:00:00,1.049375,270,0.579999995729,25.9732916666667,1320,22,"Wednesday","1"
2018-09-05 22:30:00,1.05016,90,0.26399999633438,25.53228,1350,22,"Wednesday","1"
2018-09-05 23:00:00,0.83316,135,0.153333332389617,25.36756,1380,23,"Wednesday","1"
2018-09-05 23:30:00,0.646916666666667,270,0.08800000026816,25.27275,1410,23,"Wednesday","1"
2018-09-06 00:00:00,0.7252,135,0.3599999969205,24.96504,0,0,"Thursday","1"
2018-09-06 00:30:00,0.56432,135,0.514285714498714,24.49432,30,0,"Thursday","1"
2018-09-06 01:00:00,0.507,135,0.488000005484,24.1132083333333,60,1,"Thursday","1"
2018-09-06 01:30:00,0.487,135,0.4200000011678,23.80548,90,1,"Thursday","1"
2018-09-06 02:00:00,0.48028,270,0.476666661599817,23.35868,120,2,"Thursday","1"
2018-09-06 02:30:00,0.448,270,0.0900000017136667,23.16352,150,2,"Thursday","1"
2018-09-06 03:00:00,0.408208333333333,135,0.1919999971986,23.0869583333333,180,3,"Thursday","1"
2018-09-06 03:30:00,0.40736,270,0.122857139578971,22.91688,210,3,"Thursday","1"
2018-09-06 04:00:00,0.38516,135,0.189999997615767,22.69228,240,4,"Thursday","1"
2018-09-06 04:30:00,0.43052,270,0.11599999889738,22.5106,270,4,"Thursday","1"
2018-09-06 05:00:00,0.46144,135,0.0466666662445,22.34264,300,5,"Thursday","1"
2018-09-06 05:30:00,0.426,135,0.14999999788895,22.06336,330,5,"Thursday","1"
2018-09-06 06:00:00,0.49048,135,0.229999999826133,21.83924,360,6,"Thursday","1"
2018-09-06 06:30:00,0.628625,135,0.474285728166286,21.6501666666667,390,6,"Thursday","1"
2018-09-06 07:00:00,0.66452,90,0.13199999704958,21.49244,420,7,"Thursday","1"
2018-09-06 07:30:00,0.76268,270,0.183333331098333,21.69852,450,7,"Thursday","1"
2018-09-06 08:00:00,0.93212,270,0.1100000006458,22.07088,480,8,"Thursday","1"
2018-09-06 08:30:00,0.82376,270,0.406666659439667,22.54028,510,8,"Thursday","1"
2018-09-06 09:00:00,1.045625,270,0.773333327223817,23.1961666666667,540,9,"Thursday","1"
2018-09-06 09:30:00,1.10972,270,0.5000000074505,24.01608,570,9,"Thursday","1"
2018-09-06 10:00:00,1.05904,270,0.7999999870855,24.98432,600,10,"Thursday","1"
2018-09-06 10:30:00,1.31036,270,0.823333318035,25.821,630,10,"Thursday","1"
2018-09-06 11:00:00,1.36884,225,0.980000002309667,26.89664,660,11,"Thursday","1"
2018-09-06 11:30:00,1.44608333333333,180,0.879999985296833,26.9014166666667,690,11,"Thursday","1"
2018-09-06 12:00:00,1.07572,270,0.586666658521,27.3112,720,12,"Thursday","1"
2018-09-06 12:30:00,1.05912,135,0.639999998112817,27.54668,750,12,"Thursday","1"
2018-09-06 13:00:00,1.35288,270,0.526666665449483,27.78656,780,13,"Thursday","1"
2018-09-06 13:30:00,1.22416,270,1.38285715239443,28.23016,810,13,"Thursday","1"
2018-09-06 14:00:00,1.17924,270,0.697142867106557,28.10828,840,14,"Thursday","1"
2018-09-06 14:30:00,1.275,270,0.840000017413714,28.1755833333333,870,14,"Thursday","1"
2018-09-06 15:00:00,1.04232,270,1.223999983072,28.56764,900,15,"Thursday","1"
2018-09-06 15:30:00,1.07832,270,0.771428559508429,28.81104,930,15,"Thursday","1"
2018-09-06 16:00:00,0.9378,270,0.2433333359658,28.74132,960,16,"Thursday","1"
2018-09-06 16:30:00,1.096,90,0.422857138727857,28.65292,990,16,"Thursday","1"
2018-09-06 17:00:00,1.0084,135,0.356666661799483,28.3246,1020,17,"Thursday","1"
2018-09-06 17:30:00,1.07988,270,0.505714296230257,28.13068,1050,17,"Thursday","1"
2018-09-06 18:00:00,1.42404166666667,135,0.206666663909983,28.089125,1080,18,"Thursday","1"
2018-09-06 18:30:00,1.41,135,0,27.92716,1110,18,"Thursday","1"
2018-09-06 19:00:00,1.51996,135,0.0399999997268333,27.52304,1140,19,"Thursday","1"
2018-09-06 19:30:00,1.5638,135,0.0699999984355,27.36916,1170,19,"Thursday","1"
2018-09-06 20:00:00,1.52672,135,0.30999999586475,27.3202,1200,20,"Thursday","1"
2018-09-06 20:30:00,1.23479166666667,135,0.86800000592958,27.05,1230,20,"Thursday","1"
2018-09-06 21:00:00,1.19991666666667,135,0.42399999648318,26.6350833333333,1260,21,"Thursday","1"
2018-09-06 21:30:00,0.984083333333333,225,0.6399999976152,26.32175,1290,21,"Thursday","1"
2018-09-06 22:00:00,1.17308,135,0.343333337455833,26.04752,1320,22,"Thursday","1"
2018-09-06 22:30:00,0.8834,135,0.0999999982969857,25.64268,1350,22,"Thursday","1"
2018-09-06 23:00:00,0.86636,135,0.03599999994038,25.34424,1380,23,"Thursday","1"
2018-09-06 23:30:00,0.75128,135,0.193333331495483,24.97092,1410,23,"Thursday","1"
2018-09-07 00:00:00,0.601375,135,0.1100000006458,24.59075,0,0,"Friday","1"
2018-09-07 00:30:00,0.59756,135,0.174285717840686,24.50088,30,0,"Friday","1"
2018-09-07 01:00:00,0.51648,135,0.423333331942483,24.12448,60,1,"Friday","1"
2018-09-07 01:30:00,0.52996,135,0.0533333340039833,23.71984,90,1,"Friday","1"
2018-09-07 02:00:00,0.45825,90,0.0633333331594667,23.5127083333333,120,2,"Friday","1"
2018-09-07 02:30:00,0.43696,135,0.3266666674365,23.28184,150,2,"Friday","1"
2018-09-07 03:00:00,0.42776,135,0.226666663463483,23.01864,180,3,"Friday","1"
2018-09-07 03:30:00,0.43388,135,0.333333331470817,22.83372,210,3,"Friday","1"
2018-09-07 04:00:00,0.38592,135,0.520000002036967,22.76564,240,4,"Friday","1"
